id ,시설구분,상세구분,축종,시설명(name),소재지(주소) ,위도,경도,addr_shp,연락처(전화번호),info,SCALE_FMD,SCALE_HPAI,닭,돼지,소,오리,생산능력(m/t),newest
40,도계장,,"닭,오리",한라육계영농조합법인,제주시 청풍남6길 15(화북일동 2096번지 3호),33.51719846,126.568861,제주특별자치도_제주시,064-755-3219,1일도축능력:12350,0,12350 ,12350 ,,,,,1
41,도축장,,소,(주)횡성케이씨,강원도 횡성군 횡성읍 한우로 588,37.49179778,128.0168979,강원도_횡성군,033-343-9886,,200,0 ,,,200 ,,,1
42,도축장,,"소,돼지,말",강원엘피씨,강원도 원주시 저금어지길 456,37.39020674,127.9336658,강원도_원주시,033-732-1300,,1474,0 ,,1136 ,338 ,,,1
43,도축장,,"소,돼지",사단법인 평창기업,강원도 평창군 용평면 평창대로 1948-21,37.58043102,128.4185213,강원도_평창군,033-332-7604,,249,0 ,,106 ,143 ,,,1
44,도축장,,"소,돼지,말,사슴",주식회사 케이웰엘피씨,강원도 홍천군 홍천읍 미루나무길 146,37.65559914,127.8688289,강원도_홍천군,033-432-4127,,780,0 ,,700 ,80 ,,,1
45,도축장,,"소,돼지,말, 양, 사슴, 염소",철원한양영농조합축산물종합처리장,강원도 철원군 갈말읍 호국로 4991,38.16510179,127.3139287,강원도_철원군,033-452-7121,,446,0 ,,326 ,120 ,,,1
46,도축장,,소 돼지,(주))친환경명품축산,경기도 남양주시 진건읍 금강로361번길 50(진관리 931번지 3호),37.64330143,127.1526048,경기도_남양주시,031-572-1226,,1320,0 ,,1200 ,120 ,,,1
47,도축장,,돼지,(주)우석식품 ,경기도 김포시 승가로 71 (풍무동)(풍무동 661번지 8호),37.6065533,126.7172294,경기도_김포시,031-982-7007,,1000,0 ,,1000 ,,,,1
48,도축장,,소 돼지,(주)평농,경기도 평택시 칠괴길 251(지제동 233-1번지 ),37.02623264,127.0733828,경기도_평택시,031-656-1995 ,,1320,0 ,,1200 ,120 ,,,1
49,도축장,,소 돼지,(주)협신식품 ,경기도 안양시 만안구 박달로 298(박달동 692번지 9호 ),37.4052103,126.8869684,경기도_안양시,031-447-9001 ,,2900,0 ,,2500 ,400 ,,,1
50,도축장,,소 돼지,농협경제지주주식회사 부천축산물공판장,경기도 부천시 오정구 송내대로518번길 71 (삼정동 12번지 4호 외 ),37.52973247,126.7645396,경기도_부천시,032-620-5000,,2400,0 ,,2000 ,400 ,,,1
51,도축장,,소 돼지,도드람엘피씨공사 ,경기도 안성시 일죽면 일생로 185-11(금산리 598번지 ),37.07451493,127.4944291,경기도_안성시,031-762-6090,,3400,0 ,,3000 ,400 ,,,1
52,도축장,,소 돼지,우진산업 ,경기도 광주시 곤지암읍 경충대로  312번길 52-15(열미리 502번지 4호),37.34066272,127.3698838,경기도_광주시,031-762-6090,,1880,0 ,,1800 ,80 ,,,1
53,도축장,,소 돼지,주식회사 경기엘피씨,경기도 연천군 군남면 황남로 70-57(남계리 7번지 3호),38.02407132,127.0504954,경기도_연천군,031-833-1600,,1630,0 ,,1500 ,130 ,,,1
54,도축장,,소 돼지,주식회사 우경축산(구) (주)스마일축산),경기도 화성시 정남면 내향로 360(귀래리 209-26 외 10필지),37.12600617,126.9983871,경기도_화성시,031-366-0701,,2230,0 ,,2000 ,230 ,,,1
55,도축장,,소 돼지,포천농축산(주) ,경기도 포천시 신북면 중앙로461번길 25(신평리 647번지 8호),37.9279412,127.2197482,경기도_포천시,031-533-8880,,1300,0 ,,1200 ,100 ,,,1
56,도축장,,"소,돼지,염소",(주)영남엘피씨,경상남도 창녕군 대지면 경상남도대로 4897-18(효정리 434-1번지),35.55863573,128.4797505,경상남도_창녕군,055-532-3260 ,,3150,0 ,,3000 ,150 ,,,1
57,도축장,,소 돼지 말 양 사슴,(주)제일리버스,경상남도 고성군 고성읍 월평로 169(율대리 226번지)                        ,34.96656214,128.3501245,강원도_고성군,055-672-9761 ,,1570,0 ,,1500 ,70 ,,,1
58,도축장,,"소,돼지",김해양돈농협 김해축산물공판장,경상남도 김해시 어방동 6-9번지(분성로 569번길12),35.23707703,128.9092858,경상남도_김해시,055-325-1331,,2932,0 ,,2600 ,332 ,,,1
59,도축장,,"소,돼지,말(16.6.7)",김해양돈농협 부경축산물공판장,경상남도 김해시 주촌면 서부로1403번길 23-100(내삼리 1275-1),35.22568832,128.8107041,경상남도_김해시,055-324-1500,,2690,0 ,,2300 ,390 ,,,1
60,도축장,,"돼지, 기타","서라벌
(구 진주SK산업)",경상남도 진주시 남강로 1369 (상대동 33번지 90호),35.18123992,128.1219403,경상남도_진주시,055-755-5556,,953,0 ,,953 ,0 ,,,1
61,도축장,,"소,돼지, 양",(주)삼세,영천 동강포길 29-10,35.92849426,128.9299406,경상북도_영천시,054-336-4455,,1420,0 ,,1300 ,120 ,,,1
62,도축장,,"소,돼지,말,양",(주)새한축산,안동 노하1길 110,36.58172783,128.6768063,경상북도_안동시,054-852-2700,,1022,0 ,,767 ,255 ,,,1
63,도축장,,소 말 돼지 양,(주)소백산한우,영주 반구로 416(적서동),36.77353914,128.6186064,경상북도_영주시,054-637-2457,,1069,0 ,,882 ,187 ,,,1
64,도축장,,"소,돼지,말, 양,사슴 ",경신산업(주),경산 강변동로 384,35.84422507,128.7273704,경상북도_경산시,053-814-8101,,720,0 ,,600 ,120 ,,,1
65,도축장,,"소,돼지 ","구미칠곡축산업협동조합
(축산물유통센타)",구미 선기로 119(선기동),36.12947465,128.3113391,경상북도_구미시,054-452-3584,,742,0 ,,730 ,12 ,,,1
66,도축장,,"소,돼지 ",농업회사법인 (주)민속엘피씨,군위 군위 경상북도대로 4052,36.26384317,128.5725715,경상북도_군위군,054-380-3300,,1600,0 ,,1500 ,100 ,,,1
67,도축장,,"소,돼지 ","농협경제지주 주식회사
고령축산물공판장",고령 다산 성암로 566,35.79764797,128.3948934,경상북도_고령군,054-950-8200,,1530,0 ,,1300 ,230 ,,,1
68,도축장,,돼지,롯데푸드(주),김천 공단3길 94,36.15374677,128.1258264,경상북도_김천시,054-420-2553,,1500,0 ,,1500 ,,,,1
69,도축장,,"소, 돼지, 말, 양, 사슴",삼국산업,광주광역시 광산구 어등대로 539-11 (운수동 50번지 2호),35.15363813,126.7825012,광주광역시 ,062-941-3939,,1200,0 ,,1000 ,200 ,,,1
70,도축장,,"소, 돼지, 말, 양, 사슴",삼호축산(주),광주광역시 북구 하서로 176번길 32 (양산동 409번지 5호),35.19328183,126.8784447,광주광역시 ,062-571-8111,,2200,0 ,,2000 ,200 ,,,1
71,도축장,,"소, 돼지",신흥산업(주),대구광역시 북구 검단북로11길 11(검단동 1393-167),35.91554474,128.6104599,대구광역시 ,053-380-2132,,1260,0 ,,1100 ,160 ,,,1
72,도축장,,"소, 돼지, 기타",주식회사 장원식품,대전광역시 대덕구 한밭대로1003번길 161-67(오정동 705-64),36.35930504,127.4050188,대전광역시 ,042-621-1266,,1450,0 ,,1300 ,150 ,,,1
73,도축장,,"소,돼지",(주)한축산업,울산 울주군 언양읍 태기리 683-1(반구대로 1204-15),35.59726375,129.1385279,울산광역시,052-254-5491,,700,0 ,,600 ,100 ,,,1
74,도축장,,"소,돼지, 양",삼와산업(주),울산 남구 상개로 202-23(상개동 370),35.50296746,129.318747,울산광역시,052-268-6198,,1200,0 ,,1000 ,200 ,,,1
75,도축장,,"소,돼지,염소",삼성식품(주),인천 서구 가좌로 96번길 17(가좌동 477-4),37.4797403,126.6876373,인천광역시,032-578-2198,,2200,0 ,,2000 ,200 ,,,1
76,도축장,,"소,돼지,양",(주)대호축산,광양시 해광로 719-30(세풍리 360-2),34.94908401,127.5853067,전라남도_광양시,061-763-0986,,550,0 ,,500 ,50 ,,,1
77,도축장,,"소,말,돼지,양",(주)만나,화순군 화순읍 학포로 2521-25(서태리 6),35.03468576,126.9560125,전라남도_화순군,061-373-6144,,1100,0 ,,1000 ,100 ,,,1
78,도축장,,"소,돼지","(주)미래축산(구, 강진축산)",강진군 강진읍 지전로 515(송전리 476),34.63716082,126.7495388,전라남도_강진군,061-432-9333,,550,0 ,,500 ,50 ,,,1
79,도축장,,"소,말,돼지,양",(주)오성식품,목포시 텃골로33번길 58(석현동 714),34.81796247,126.4168378,전라남도_목포시,061-281-9944,,600,0 ,,500 ,100 ,,,1
80,도축장,,"소,말,돼지,양",(주)중앙축산,나주시 금천면 영산로 5576-19(원곡리 915),35.03388993,126.7390857,전라남도_나주시,061-332-1130,,1150,0 ,,1100 ,50 ,,,1
81,도축장,,"소,돼지","(주)참푸른글로벌(구, 서림글로벌)",담양군 담양읍 월광로 43(운교리 360-2),35.33301557,126.9763369,전라남도_담양군,061-381-6282,,1250,0 ,,1200 ,50 ,,,1
82,도축장,,"소,말,돼지,양",농협경제지주나주축산물공판장,나주시 나주서부로 37-20 (운곡동 80),34.98149327,126.6994697,전라남도_나주시,061-333-3601,,1350,0 ,,1200 ,150 ,,,1
83,도축장,,"소,돼지",대원축산(주),장성군 황룡면 강변로 420-14(월평리 616-4),35.28093453,126.7664409,전라남도_장성군,061-394-6777,,300,0 ,,200 ,100 ,,,1
84,도축장,,"소,말,돼지,양",새순천축산,순천시 홍내교길 106 (홍내동 169-34),34.91521575,127.5175859,전라남도_순천시,061-741-7030,,1140,0 ,,1070 ,70 ,,,1
85,도축장,,"소,말,돼지,양",우성식품(주),함평군 학교면 학교길 281-22(사거리 335-157),35.03164862,126.5412622,전라남도_함평군,061-323-9891,,1100,0 ,,1000 ,100 ,,,1
86,도축장,,"소,돼지,양,사슴",(유)남원제일푸드,남원시 대산면 대곡리 195-3 ,35.40396847,127.3183846,전라북도_남원시,635-8500,,740,0 ,,690 ,50 ,,,1
87,도축장,,돼지,(주)농협목우촌,김제시 금산면 용산리 9-13,35.75337967,127.0036898,전라북도_김제시,540-6700,,2000,0 ,,2000 ,,,,1
88,도축장,,"소,돼지,양,말",(주)부광산업(김제),김제시 진봉면 가실리 6-10,35.83423418,126.8088613,전라북도_김제시,542-9677,,1310,0 ,,990 ,320 ,,,1
89,도축장,,"소,돼지,양",(주)산수들,정읍시 태인면 궁사리 1061-1,35.68345695,126.9025952,전라북도_정읍시,571-0629,,500,0 ,,450 ,50 ,,,1
90,도축장,,"소,돼지",(주)삼정산업,정읍시 하북동 853-1,35.59569553,126.8692224,전라북도_정읍시,531-4141,,1480,0 ,,1400 ,80 ,,,1
91,도축장,,"소,돼지,양,사슴",(주)축림,익산시 현영동 94-8,35.96937334,126.9355325,전라북도_익산시,840-5800,,3000,0 ,,2600 ,400 ,,,1
92,도축장,,"소,돼지,양,사슴",금호실업(군산),군산시 서수면 서수리 1380-2,35.97859751,126.8606874,전라북도_군산시,453-5549,,1010,0 ,,900 ,110 ,,,1
93,도축장,,"소,돼지,양,말",주)복수,장수군 계남면 신전리 1316-2,35.679891,127.555358,전라북도_장수군,353-7705,,3530,0 ,,3300 ,230 ,,,1
94,도축장,,"소,돼지,염소,사슴",제주축협축산물공판장,제주시 애월읍 해암이길 215(어음리 2533),33.41801786,126.3365488,제주특별자치도_제주시,064-799-5135,,3850,0 ,,3800 ,50 ,,,1
95,도축장,,"소,돼지",(주)광축,서산시 팔봉면 팔봉1로 115(어송리 805),36.79078548,126.3601519,충청남도_서산시,041-669-1635,,700,0 ,,600 ,100 ,,,1
96,도축장,,"소,돼지,말,양,염소",(주)홍주미트,홍성군 광천읍 홍남로 578-46(상정리 539),36.50178462,126.6132283,충청남도_홍성군,041-630-7000,,2160,0 ,,2000 ,160 ,,,1
97,도축장,,돼지,논산계룡축협 식육유통센타,논산시 연무읍 신화길 35-2(안심리 698-3),36.13291941,127.0825169,충청남도_논산시,041-742-3223,,2400,0 ,,2400 ,,,,1
98,도축장,,"소,돼지,말,양","백제나루
영농조합법인",공주시 의당면 의당로 216(청룡리 910),36.49090014,127.1355834,충청남도_공주시,041-852-7933,,1576,0 ,,1381 ,195 ,,,1
99,도축장,,돼지,사조산업(주),천안시 직산읍 성진로 378(판정리 137-9),36.90899386,127.175769,충청남도_천안시,041-581-0011,,2000,0 ,,2000 ,,,,1
100,도축장,,"소,돼지,말,양",중앙산업,예산군 삽교읍 윤봉길로 1674(방아리 150-19),36.68794319,126.7548872,충청남도_예산군,041-338-1747,,660,0 ,,500 ,160 ,,,1
101,도축장,,"소,돼지,말,양",화정식품,논산시 지산2길 5(지산동 501-15),36.20304663,127.1187652,충청남도_논산시,041-732-3003,,694,0 ,,614 ,80 ,,,1
102,도축장,,"소,돼지",(주)박달재엘피씨(LPC),충북 제천시 봉양읍 의암로 19(연박리 1315번지 1호),37.13095583,128.0920854,충청북도_제천시,043-642-2000,,1875,0 ,,1800 ,75 ,,,1
103,도축장,,"소,돼지",(주)부농산업,충북 제천시 강명길 73(강제동 419번지 3호),37.11675991,128.2098084,충청북도_제천시,043-652-9972,,230,0 ,,150 ,80 ,,,1
104,도축장,,돼지,(주)팜스코,충북 음성군 삼성면 대청로 54(청용리 575번지 1호),36.99225782,127.4557657,충청북도_음성군,043-535-3412,,1900,0 ,,1900 ,,,,1
105,도축장,,"소, 돼지",(주)팜스토리한냉,충북 청주시 청원구 오창읍 성재2길 21(성재리 421번지 3호),36.72054391,127.3443279,충청북도_청주시,043-211-7721,,30300,0 ,,30000 ,300 ,,,1
106,도축장,,"소,돼지",농협경제지주주식회사 음성축산물공판장,충북 음성군 삼성면 청용로 183-9(상곡리 781번지),37.0080958,127.4547949,충청북도_음성군,043-880-7142,,2800,0 ,,2000 ,800 ,,,1
107,도축장,,돼지,대성실업(주),충북 충주시 하용두5길 45(용두동 292번지 1호),36.96436301,127.891137,충청북도_충주시,043-853-3233,,2400,0 ,,2400 ,,,,1
108,도축장,,"소,말,돼지,당나귀",동아식품(주),충북 청주시 흥덕구 사운로 391-1(송절동 89번지),36.66087519,127.4587878,충청북도_청주시,043-274-0316,,1570,0 ,,1500 ,70 ,,,1
109,도축장,,"소,돼지",은빛팜랜드,충북 음성군 삼성면 금율로 349-36(능산리 172번지 4호),37.03504514,127.534813,충청북도_음성군,043-878-5858,,520,0 ,,500 ,20 ,,,1
110,도축장,,"소,말,양,돼지,당나귀",한우영농조합법인맥우,충북 옥천군 군서면 성왕로 991(월전리 35번지 5호),36.30664583,127.5506274,충청북도_옥천군,043-732-9301,,1350,0 ,,1200 ,150 ,,,1
111,집유장,,소,서울우유협동조합경인집유장,인천 부평구 부평북로 305 (갈산동 417번지),37.5224533,126.731022,인천광역시,032-517-8344,"영업여부:정상, 작업요일 : 월~일(연중무휴)",0,0 ,,,,,,1
112,집유장,,소,남양유업㈜ 세종공장,세종시 장군면 장기로 836-11(봉안리 160),36.4913916,127.2330999,세종특별자치시,044-857-1551,"영업여부:정상, 작업요일 : 매일(휴일없음)",0,0 ,,,,,,1
113,집유장,,소,㈜푸르밀,대구광역시 달성군 논공읍 논공중앙로 350(본리리 29-6),35.7345773,128.4592767,대구광역시,053-720-3451,"영업여부:정상, 작업요일 : 매일",0,0 ,,,,,,1
114,집유장,,소,㈜비락 대구공장,대구광역시 달성군 논공읍 논공로 465(본리리 29-12),35.7336905,128.4556179,대구광역시,053-615-0720,"영업여부:정상, 작업요일 : 매일",0,0 ,,,,,,1
115,집유장,,소,경북대구낙농협동조합대구집유소,대구광역시 북구 구리로1길 45-10(학정동 798-2),35.9511967,128.5575024,대구광역시,053-321-5051,"영업여부:정상, 작업요일 : 매일",0,0 ,,,,,,1
116,집유장,,소,매일유업(주)광주공장,광주광역시 광산구 어등대로 511 (운수동 306),35.1527432,126.7781838,광주광역시,062-942-2115,"영업여부:정상, 작업요일 : 매일(월-일)",0,0 ,,,,,,1
117,집유장,,소,부산경남우유협동조합제2집유장,울산광역시 울주군 삼남면 공암공단 2길 24(가천리 146),35.5283154,129.0966503,울산광역시,052-703-3150,"영업여부:정상, 작업요일 : 매일",0,0 ,,,,,,1
118,집유장,,소,서울우유협동조합 안산공장 집유장,경기도 안산시 단원구  성곡로 153(신길동 1059번지),37.3222655,126.7574374,경기도_안산시,031-491-9637,"영업여부:정상, 작업요일 : 월~일",0,0 ,,,,,,1
119,집유장,,소,서울우유협동조합 이천집유장,경기도 이천시 설성면  진상미로 802(수산리 173-1번지 ),37.1295146,127.5124151,경기도_이천시,031-643-1171~3,"영업여부:정상, 작업요일 : 월~일",0,0 ,,,,,,1
120,집유장,,소,서울우유협동조합 용인공장 집유장,경기도 용인시 기흥구 구성로 15(마북동 355-3번지),37.2955739,127.1125701,경기도_용인시,031-283-2283,"영업여부:정상, 작업요일 : 월~일",0,0 ,,,,,,1
121,집유장,,소,서울우유협동조합 안성집유장,경기도 안성시 안성맞춤대로 1412(사곡동263-1번지),37.040511,127.2639275,경기도_안성시,031-675-0658,"영업여부:정상, 작업요일 : 월~일",0,0 ,,,,,,1
122,집유장,,소,매일유업(주) 평택공장,경기도 평택시 진위면 진위서로 63(가곡리 480번지),37.1095807,127.071736,경기도_평택시,031-660-9170,"영업여부:정상, 작업요일 : 월~일",0,0 ,,,,,,1
123,집유장,,소,(주)강성원우유,경기도 안성시 일죽면  종배길 56(죽림리 701번지),37.0749575,127.4495764,경기도_안성시,031-676-4510,"영업여부:정상, 작업요일 : 월~일",0,0 ,,,,,,1
124,집유장,,소,평택축산업협동조합 평택집유장 ,경기도 평택시 안중읍 서해로 1146-20(안중리 194번지 14호),36.9896928,126.9361991,경기도_평택시,031-683-2121~2,"영업여부:정상, 작업요일 : 월 수 금",0,0 ,,,,,,1
125,집유장,,소,서울우유협동조합 양주공장 집유장,경기도 양주시 고덕로 139번지 360(덕계동 152번지),37.8065907,127.058899,경기도_양주시,031-863-1051,"영업여부:정상, 작업요일 : 월~일",0,0 ,,,,,,1
126,집유장,,소,(주)빙그레 도농집유장,경기도 남양주시 미금로 65번길 45(도농동 344-3번지),37.6151156,127.1492657,경기도_남양주시,031-560-7735,"영업여부:정상, 작업요일 : 월~일",0,0 ,,,,,,1
127,집유장,,소,서울우우협동조합 남양주집유장,경기도 남양주시 홍유릉로 69-35(일패동 466번지 6호),37.6174367,127.1892012,경기도_남양주시,031-595-6027∼9,"영업여부:정상, 작업요일 : 월~일",0,0 ,,,,,,1
128,집유장,,소,서울우유협동조합 포천집유장,경기도 포천시 영중면 호국로 3295-23(성동리 411-5),38.0320771,127.2595022,경기도_포천시,031-533-7470,"영업여부:정상, 작업요일 : 월~일",0,0 ,,,,,,1
129,집유장,,소,춘천철원축산업협동조합,강원도 춘천시 후석로 440번길 18,37.8884511,127.744305,강원도_춘천시,033-251-7721,"영업여부:정상, 작업요일 : 매일",0,0 ,,,,,,1
130,집유장,,소,롯데푸드㈜파스퇴르공장,강원도 횡성군 안흥면 봉화로 790,37.4614772,128.1387955,강원도_횡성군,033-342-4751,"영업여부:정상, 작업요일 : 매일",0,0 ,,,,,,1
131,집유장,,소,범산목장,횡성군 우천면 하대6길 102,37.4584698,128.0945146,강원도_횡성군,033-342-7854,"영업여부:정상, 작업요일 : 매일",0,0 ,,,,,,1
132,집유장,,소,㈜서울에프엔비,강원도 횡성군 공근면 아이티밸리길 36,37.5301919,127.914191,강원도_횡성군,033-345-9550,"영업여부:정상, 작업요일 : 주3일(유동적)",0,0 ,,,,,,1
133,집유장,,소,일동후디스㈜횡성유가공공장,강원도 횡성군 우천면 수남로 266번길 65,37.4538544,128.0600166,강원도_횡성군,033-342-4831,"영업여부:정상, 작업요일 : 격일",0,0 ,,,,,,1
134,집유장,,소,주식회사 오뗄 평창지점,강원도 평창군 대화면 평창대로 1447,37.5452349,128.4422749,강원도_평창군,033-332-8331,"영업여부:정상, 작업요일 : ",0,0 ,,,,,,1
135,집유장,,소,충북낙농업협동조합,충북 청주시 북이면 장재2길 66-10(금암리 251번지 2호),36.7457157,127.5515247,충청북도_청주시,"집유장215-7333
043-215-9336","영업여부:정상, 작업요일 : 월~일",0,0 ,,,,,,1
